Agency,Agency_Name,Borough,Location_Type,Street_Name,Complaint_Type,Descriptor,Incident_Zip
DSNY,Department of Sanitation,BROOKLYN,Comercial,MONTROSE AVENUE,Graffiti,Graffiti,11206
DSNY,Department of Sanitation,BROOKLYN,Mixed Use,HAVEMEYER STREET,Graffiti,Graffiti,11211
DSNY,Department of Sanitation,BROOKLYN,Mixed Use,24 STREET,Graffiti,Graffiti,11232
DSNY,Department of Sanitation,MANHATTAN,Mixed Use,8 AVENUE,Graffiti,Graffiti,10039
DSNY,Department of Sanitation,MANHATTAN,Mixed Use,AMSTERDAM AVENUE,Graffiti,Graffiti,10027
DSNY,Department of Sanitation,MANHATTAN,,LUDLOW STREET,Graffiti,Graffiti,
TLC,Taxi and Limousine Commission,MANHATTAN,Street,EAST 47 STREET,For Hire Vehicle Complaint,Driver Complaint,10017
DOT,Department of Transportation,BRONX,,,Street Light Condition,Street Light Out,
DSNY,Department of Sanitation,BRONX,Mixed Use,BROOK AVENUE,Graffiti,Graffiti,10454
DSNY,Department of Sanitation,BRONX,Mixed Use,BECK STREET,Graffiti,Graffiti,10455
DSNY,Department of Sanitation,BRONX,Comercial,CASTLE HILL AVENUE,Graffiti,Graffiti,10462
DSNY,Department of Sanitation,BRONX,Comercial,EAST  132 STREET,Graffiti,Graffiti,10454
DSNY,Department of Sanitation,BROOKLYN,Comercial,SHEEPSHEAD BAY ROAD,Graffiti,Graffiti,11235
DSNY,Department of Sanitation,BRONX,Mixed Use,EAST  149 STREET,Graffiti,Graffiti,10451
DSNY,Department of Sanitation,MANHATTAN,Mixed Use,1 AVENUE,Graffiti,Graffiti,10009
DSNY,Department of Sanitation,BRONX,Residential,EAST  132 STREET,Graffiti,Graffiti,10454
DOB,Department of Buildings,BROOKLYN,,WEST   10 STREET,Elevator,Elevator - Defective/Not Working,11204
DEP,Department of Environmental Protection,BROOKLYN,,GRAHAM AVENUE,Sewer,Catch Basin Sunken/Damaged/Raised (SC1),11211
DOF,Department of Finance,Unspecified,,,DOF Literature Request,SCRIE - Application for Seniors Not Enrolled - English,
DOF,Department of Finance,Unspecified,,,DOF Literature Request,SCRIE - Application for Seniors Not Enrolled - English,
DOB,Department of Buildings,QUEENS,,132 STREET,Building/Use,Illegal Conversion Of Residential Building/Space,
DOB,Department of Buildings,QUEENS,,29 AVENUE,Building/Use,Illegal. Commercial Use In Resident Zone,
DOT,Department of Transportation,BROOKLYN,,,Street Light Condition,Street Light Out,
DOT,Department of Transportation,BROOKLYN,,,Street Light Condition,Street Light Out,
DPR,Department of Parks and Recreation,MANHATTAN,Park,,Maintenance or Facility,Structure - Outdoors,10023
DSNY,Bronx 03,BRONX,Street,BRYANT AVENUE,Derelict Vehicles,14 Derelict Vehicles,10460
DOT,Department of Transportation,BROOKLYN,,,Traffic Signal Condition,Controller,
DSNY,Bronx 11,BRONX,Street,HONE AVENUE,Derelict Vehicles,14 Derelict Vehicles,10461
DOT,Department of Transportation,STATEN ISLAND,,WATCHOGUE ROAD,Street Condition,Pothole,
DCA,Department of Consumer Affairs,Unspecified,,,DCA / DOH New License Application Request,Full Term Mobile Food Vendor License,
DOB,Department of Buildings,QUEENS,,89 AVENUE,General Construction/Plumbing,Curb Cut/Driveway/Carport - Illegal,
DOT,Department of Transportation,Unspecified,Ferry,,Ferry Inquiry,Lost and Found,
DOT,Department of Transportation,BROOKLYN,,POLY PLACE,Street Condition,Pothole,
DOT,Department of Transportation,BRONX,,EAST  181 STREET,Street Condition,Pothole,
DOT,Department of Transportation,QUEENS,,,Traffic Signal Condition,Controller,
DPR,Department of Parks and Recreation,QUEENS,Park,,Maintenance or Facility,Structure - Outdoors,11365
DOT,Department of Transportation,BRONX,,,Street Light Condition,Street Light Cycling,
DOT,Department of Transportation,BROOKLYN,,,Street Light Condition,Street Light Out,
DSNY,BCC - Queens East,QUEENS,Street,148 STREET,Derelict Vehicles,14 Derelict Vehicles,11355
DSNY,BCC - Brooklyn South,BROOKLYN,Street,,Derelict Vehicles,14 Derelict Vehicles,11234
DOT,Department of Transportation,BROOKLYN,,13 ST E,Street Light Condition,Street Light Out,
DPR,Department of Parks and Recreation,BROOKLYN,Street,AVENUE T,Dead/Dying Tree,Planted More Than 2 Years Ago,11234
DSNY,Department of Sanitation,BROOKLYN,Comercial,DEAN STREET,Graffiti,Graffiti,11233
DSNY,Department of Sanitation,MANHATTAN,Comercial,EAST    3 STREET,Graffiti,Graffiti,10003
DOHMH,Department of Health and Mental Hygiene,MANHATTAN,Restaurant/Bar/Deli/Bakery,AVENUE OF THE AMERICAS,Smoking,Smoking Violation,10013
DSNY,Department of Sanitation,MANHATTAN,Comercial,LAFAYETTE STREET,Graffiti,Graffiti,10013
DOB,Department of Buildings,QUEENS,,118 STREET,Building/Use,Illegal Conversion Of Residential Building/Space,11420
DSNY,Department of Sanitation,BRONX,Comercial,GARRISON AVENUE,Graffiti,Graffiti,10474
DSNY,Department of Sanitation,BRONX,Comercial,WESTCHESTER AVENUE,Graffiti,Graffiti,10461
DSNY,Department of Sanitation,BRONX,Comercial,GARRISON AVENUE,Graffiti,Graffiti,10474
DOHMH,Department of Health and Mental Hygiene,BROOKLYN,Residential Building,17 AVENUE,Smoking,Smoking Violation,11204
DSNY,Department of Sanitation,MANHATTAN,Mixed Use,EAST   86 STREET,Graffiti,Graffiti,10028
DOT,Department of Transportation,BRONX,,,Street Light Condition,Street Light Out,10472
DSNY,Department of Sanitation,QUEENS,Comercial,BEACH CHANNEL DRIVE,Graffiti,Graffiti,11691
DSNY,Department of Sanitation,QUEENS,Mixed Use,QUEENS BOULEVARD,Graffiti,Graffiti,11373
DOT,Department of Transportation,MANHATTAN,,,Traffic Signal Condition,Flashing Hazard,
DOF,Department of Finance,Unspecified,,,DOF Literature Request,Application for Disability Rent Increase Exemption - English,
DOF,Department of Finance,Unspecified,,,DOF Literature Request,SCRIE - Application for Seniors Not Enrolled - English,
DOT,Department of Transportation,BROOKLYN,,,Street Light Condition,Street Light Out,
DOT,Department of Transportation,BRONX,,,Street Light Condition,Street Light Out,
DPR,Department of Parks and Recreation,MANHATTAN,Park,,Maintenance or Facility,Garbage or Litter,10019
DOT,Department of Transportation,QUEENS,,QUEENS MIDTOWN EXPY,Street Light Condition,Street Light Out,
DOT,Department of Transportation,QUEENS,,,Traffic Signal Condition,Detector Sensor,
DOT,Department of Transportation,BRONX,,,Street Light Condition,Street Light Cycling,
DOT,Department of Transportation,BRONX,,,Traffic Signal Condition,Veh Signal Visor,
DPR,Department of Parks and Recreation,BROOKLYN,Park,,Maintenance or Facility,Structure - Outdoors,11223
DPR,Department of Parks and Recreation,QUEENS,Pool,,Maintenance or Facility,Structure - Indoors,11368
DOT,Department of Transportation,MANHATTAN,,,Traffic Signal Condition,Controller,
DOT,Department of Transportation,BRONX,,,Traffic Signal Condition,Controller,
DOT,Department of Transportation,BRONX,,,Traffic Signal Condition,Controller,
DSNY,P - Queens,QUEENS,Sidewalk,GEORGE STREET,Dirty Conditions,E12 Illegal Dumping Surveillance,11385
DOT,Department of Transportation,MANHATTAN,,,Street Light Condition,Street Light Out,
DOT,Department of Transportation,MANHATTAN,,,Street Light Condition,Street Light Out,
DSNY,Manhattan 04,MANHATTAN,Street,9 AVENUE,Derelict Bicycle,14B Derelict Bicycle,10011
DHS,Operations Unit - Department of Homeless Services,MANHATTAN,Store/Commercial,UNION SQUARE WEST,Homeless Person Assistance,N/A,
DPR,Department of Parks and Recreation,BROOKLYN,Street,BAY 17 STREET,Dead/Dying Tree,Planted More Than 2 Years Ago,11214
DSNY,Manhattan 03,MANHATTAN,Street,EAST   10 STREET,Derelict Bicycle,14B Derelict Bicycle,10009
DSNY,Department of Sanitation,BRONX,Residential,ARTHUR AVENUE,Graffiti,Graffiti,10458
DSNY,Department of Sanitation,BROOKLYN,Mixed Use,BEDFORD AVENUE,Graffiti,Graffiti,11249
DSNY,Department of Sanitation,BROOKLYN,Mixed Use,BEDFORD AVENUE,Graffiti,Graffiti,11249
DSNY,Department of Sanitation,BROOKLYN,Residential,BEDFORD AVENUE,Graffiti,Graffiti,11211
DSNY,Department of Sanitation,BRONX,Residential,ARTHUR AVENUE,Graffiti,Graffiti,10458
DSNY,Department of Sanitation,BROOKLYN,Mixed Use,BERRY STREET,Graffiti,Graffiti,11249
DOT,Department of Transportation,QUEENS,Street,107 STREET,Street Condition,"Rough, Pitted or Cracked Roads",11417
DOB,Department of Buildings,QUEENS,,ELVIRA AVENUE,General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,11691
DPR,Department of Parks and Recreation,MANHATTAN,Street,ESSEX STREET,New Tree Request,For One Address,10002
DOT,Department of Transportation,QUEENS,Street,,Street Condition,"Rough, Pitted or Cracked Roads",11375
DOT,Department of Transportation,QUEENS,Street,CALAMUS AVENUE,Street Condition,"Rough, Pitted or Cracked Roads",11377
DOT,Department of Transportation,QUEENS,Street,67 AVENUE,Street Condition,"Rough, Pitted or Cracked Roads",11375
DOB,Department of Buildings,QUEENS,,56 PLACE,Building/Use,Illegal Conversion Of Residential Building/Space,11377
DEP,Department of Environmental Protection,BRONX,,SOUTHERN BOULEVARD,Water System,Hydrant Knocked Over/Missing (WC),10455
DOB,Department of Buildings,QUEENS,,84 DRIVE,Building/Use,Illegal Conversion Of Residential Building/Space,11432
DOF,Department of Finance,Unspecified,,,DOF Literature Request,SCRIE Renewal Application - Rent-Stabilized Apartments,
DEP,Department of Environmental Protection,MANHATTAN,,WEST   55 STREET,Noise,Noise: Jack Hammering (NC2),10019
DOF,Department of Finance,Unspecified,,,DOF Literature Request,SCRIE Application for Appeal,
DOT,Department of Transportation,Unspecified,Ferry,,Ferry Inquiry,Lost and Found,
DOF,Department of Finance,Unspecified,,,DOF Literature Request,SCRIE - Application for Seniors Not Enrolled - English,
DOB,Department of Buildings,MANHATTAN,,WEST   29 STREET,Special Projects Inspection Team (SPIT),Advertising Sign/Billboard/Posters/Flexible Fabric - Illegal,10001
DSNY,Manhattan 08,MANHATTAN,Street,YORK AVENUE,Derelict Bicycle,14B Derelict Bicycle,10021
DSNY,BCC - Queens East,QUEENS,Street,,Derelict Vehicles,14 Derelict Vehicles,11428
DSNY,Queens East 10,QUEENS,Street,1 STREET,Derelict Vehicles,14 Derelict Vehicles,11414
DOT,Department of Transportation,BRONX,,,Street Light Condition,Street Light Out,
DOT,Department of Transportation,BRONX,,,Street Light Condition,Street Light Out,
DOT,Department of Transportation,BRONX,,,Street Light Condition,Street Light Out,
DSNY,P - Manhattan and Bronx,BRONX,Sidewalk,PARK AVENUE,Dirty Conditions,E12 Illegal Dumping Surveillance,10457
DOT,Department of Transportation,BRONX,,,Street Light Condition,Street Light Out,
DOT,Department of Transportation,BROOKLYN,,,Street Light Condition,Street Light Out,
DOT,Department of Transportation,BROOKLYN,,,Street Light Condition,Street Light Out,
DOT,Department of Transportation,BRONX,,,Street Light Condition,Street Light Out,
DOT,Department of Transportation,BRONX,,,Street Light Condition,Street Light Out,
DOT,Department of Transportation,BROOKLYN,,,Traffic Signal Condition,Veh Signal Head,
DOT,Department of Transportation,QUEENS,,,Street Light Condition,Street Light Out,
DOT,Department of Transportation,QUEENS,,,Street Light Condition,Street Light Out,
DOT,Department of Transportation,MANHATTAN,,,Street Light Condition,Street Light Out,
DOT,Department of Transportation,BRONX,,PS100 PLGD,Street Light Condition,Street Light Out,
DOT,Department of Transportation,BROOKLYN,,,Street Light Condition,Street Light Out,
DOT,Department of Transportation,BRONX,,,Street Light Condition,Street Light Out,
DOT,Department of Transportation,MANHATTAN,,,Street Light Condition,Lamppost Leaning,
DOF,Refunds and Adjustments,BROOKLYN,Property Address,,DOF Property - Payment Issue,Property Refunds and Credits,11229
DSNY,P - Manhattan and Bronx,BRONX,Sidewalk,WHITE PLAINS ROAD,Dirty Conditions,E12 Illegal Dumping Surveillance,10467
DOB,Department of Buildings,STATEN ISLAND,,ROBINSON AVENUE,Building/Use,No Certificate Of Occupancy/Illegal/Contrary To CO,10312
DOB,Department of Buildings,QUEENS,,QUEENS BOULEVARD,General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,11373
DOB,Department of Buildings,QUEENS,,UTOPIA PARKWAY,Building/Use,SRO - Illegal Work/No Permit/Change In Occupancy/Use,11358
DOB,Department of Buildings,QUEENS,,TROUTVILLE ROAD,Building/Use,Illegal Conversion Of Residential Building/Space,11434
DOHMH,Department of Health and Mental Hygiene,BRONX,Residential Building,BANYER PLACE,Smoking,Smoking Violation,10473
DSNY,Department of Sanitation,BROOKLYN,Mixed Use,MANHATTAN AVENUE,Graffiti,Graffiti,11222
DOT,Department of Transportation,BRONX,,PELHAM SHORE ROAD,Street Condition,Pothole,10464
DOF,Refunds and Adjustments,Unspecified,N/A,,DOF Parking - Payment Issue,Waive Penalty for Late Payment,
DOT,Department of Transportation,QUEENS,Highway,,Highway Condition,Litter,
DOT,Department of Transportation,MANHATTAN,,,Street Light Condition,Street Light Out,
DOT,Department of Transportation,BROOKLYN,,,Street Light Condition,Street Light Out,
DOT,Department of Transportation,BRONX,,,Street Light Condition,Street Light Out,
DOT,Department of Transportation,MANHATTAN,,,Traffic Signal Condition,Controller,
DOT,Department of Transportation,MANHATTAN,,,Street Light Condition,Street Light Out,
DOT,Department of Transportation,MANHATTAN,,,Street Light Condition,Street Light Out,
DOT,Department of Transportation,BRONX,,,Street Light Condition,Street Light Out,
DOT,Department of Transportation,MANHATTAN,,,Street Light Condition,Street Light Out,
DSNY,BCC - Queens East,QUEENS,Sidewalk,HEMPSTEAD AVENUE,Litter Basket / Request,10 Litter Basket / Request,11429
DOT,Department of Transportation,BROOKLYN,,,Street Light Condition,Street Light Out,
DOT,Department of Transportation,MANHATTAN,,,Traffic Signal Condition,Controller,
DOT,Department of Transportation,QUEENS,,,Traffic Signal Condition,Base Door,
DOF,Department of Finance,Unspecified,,,DOF Literature Request,Property Tax Exemption App for Owners - English,
DSNY,BCC - Queens East,QUEENS,Street,86 ROAD,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,11426
DSNY,BCC - Brooklyn South,BROOKLYN,Sidewalk,,Sanitation Condition,12 Dead Animals,11218
DSNY,Manhattan 03,MANHATTAN,Street,ORCHARD STREET,Derelict Bicycle,14B Derelict Bicycle,10002
DOT,Department of Transportation,BROOKLYN,,,Street Light Condition,Street Light Out,
DOT,Department of Transportation,BROOKLYN,,,Street Light Condition,Street Light Out,
DOT,Department of Transportation,QUEENS,,,Traffic Signal Condition,Veh Signal Head,
DSNY,Department of Sanitation,BROOKLYN,,hicks and congress,Graffiti,Graffiti,
DSNY,Department of Sanitation,BROOKLYN,,hicks and summit street,Graffiti,Graffiti,
DSNY,Department of Sanitation,BROOKLYN,Residential,RYDER AVENUE,Graffiti,Graffiti,11230
DEP,Department of Environmental Protection,QUEENS,,215 STREET,Sewer,Sewer Backup (Use Comments) (SA),11429
DOT,Department of Transportation,BROOKLYN,,,Traffic Signal Condition,Controller,11208
DSNY,Department of Sanitation,MANHATTAN,,EAST   10 STREET,Graffiti,Graffiti,10009
DSNY,Department of Sanitation,BROOKLYN,Mixed Use,DRIGGS AVENUE,Graffiti,Graffiti,11222
DSNY,Department of Sanitation,BROOKLYN,Mixed Use,FULTON STREET,Graffiti,Graffiti,11238
TLC,Taxi and Limousine Commission,QUEENS,,,Taxi Complaint,Driver Complaint,11430
DPR,Department of Parks and Recreation,BROOKLYN,Street,BROWN STREET,Damaged Tree,Branch or Limb Has Fallen Down,11229
DSNY,Department of Sanitation,BRONX,Residential,ANDREWS AVENUE,Graffiti,Graffiti,10453
DSNY,Department of Sanitation,BROOKLYN,Mixed Use,MANHATTAN AVENUE,Graffiti,Graffiti,11222
DOT,Department of Transportation,BROOKLYN,,STERLING PLACE,Street Light Condition,Street Light Out,11233
DOT,Department of Transportation,QUEENS,Street,CHERRY AVENUE,Street Sign - Missing,Street Cleaning - ASP,11355
DOT,Department of Transportation,QUEENS,,97 STREET,Street Light Condition,Street Light Out,11369
DOB,Department of Buildings,BROOKLYN,,SCHNECTADY AVENUE,Building/Use,Illegal Conversion Of Residential Building/Space,11203
DOB,Department of Buildings,QUEENS,,103 STREET,Elevator,Elevator - Defective/Not Working,11375
DOB,Department of Buildings,BRONX,,PROSPECT AVENUE,Building/Use,Illegal Conversion Of Residential Building/Space,10458
DOB,Department of Buildings,MANHATTAN,,WEST   79 STREET,Building/Use,SRO - Illegal Work/No Permit/Change In Occupancy/Use,10024
DSNY,Department of Sanitation,BROOKLYN,Mixed Use,MANHATTAN AVENUE,Graffiti,Graffiti,11222
DSNY,Department of Sanitation,BROOKLYN,Residential,MCGUINNESS BOULEVARD,Graffiti,Graffiti,11222
DSNY,Department of Sanitation,BRONX,Comercial,JEROME AVENUE,Graffiti,Graffiti,10453
DOB,Department of Buildings,BROOKLYN,,ATKINS AVENUE,BEST/Site Safety,Demolition - Unsafe,11208
DSNY,Department of Sanitation,BRONX,,Southeast Corner of Creston Ave and East Tremont Ave,Graffiti,Graffiti,
NYPD,New York City Police Department,MANHATTAN,Residential Building/House,BROADWAY,Noise - Residential,Banging/Pounding,10040
HPD,Department of Housing Preservation and Development,Unspecified,,,HPD Literature Request,The ABCs of Housing - Spanish,
DOT,Department of Transportation,BROOKLYN,,,Street Light Condition,Street Light Out,
TLC,Taxi and Limousine Commission,MANHATTAN,Street,,Taxi Complaint,Insurance Information Requested,10019
DPR,Department of Parks and Recreation,BROOKLYN,Park,,Maintenance or Facility,Garbage or Litter,11215
DEP,Department of Environmental Protection,BROOKLYN,,21 STREET,Hazardous Materials,Chemical Odor (HD1),11232
DPR,Department of Parks and Recreation,MANHATTAN,Park,,Damaged Tree,Branch or Limb Has Fallen Down,10023
HPD,Department of Housing Preservation and Development,Unspecified,,,HPD Literature Request,The ABCs of Housing,
DOT,Department of Transportation,BRONX,,,Traffic Signal Condition,Controller,
3-1-1,311 Executive Office - EC,Unspecified,,,Agency Issues,Call Center Compliment,
DOT,Department of Transportation,Unspecified,,,Agency Issues,Commercial Cyclist - Bicycle Safety Devices,
DPR,Department of Parks and Recreation,MANHATTAN,Park,,Animal in a Park,Dead Animal,10021
DPR,Department of Parks and Recreation,BROOKLYN,Park,,Maintenance or Facility,Structure - Outdoors,11235
DSNY,BCC - Brooklyn North,BROOKLYN,Sidewalk,,Litter Basket / Request,10 Litter Basket / Request,11211
DOT,Department of Transportation,BRONX,,,Street Condition,Pothole,
DSNY,P - Queens,QUEENS,Sidewalk,85 AVENUE,Dirty Conditions,E12 Illegal Dumping Surveillance,11415
DSNY,Queens East 12,QUEENS,Street,,Derelict Vehicles,14 Derelict Vehicles,11435
DOF,Adjudication - Hearing by Mail,Unspecified,N/A,,DOF Parking - Request Status,Status of Hearing,
DOT,Department of Transportation,BROOKLYN,,,Street Light Condition,Fixture/Luminaire Out Of Position,
DOF,Department of Finance,Unspecified,,,DOF Literature Request,Property Tax Exemption Application for Owners - English,
DOF,Refunds and Adjustments,Unspecified,N/A,,DOF Parking - Payment Issue,Status of PV Refund,
DSNY,Brooklyn South 10,BROOKLYN,Sidewalk,,Sanitation Condition,12 Dead Animals,11209
DSNY,Queens East 12,QUEENS,Sidewalk,,Sanitation Condition,12 Dead Animals,11413
